"Unique identification number of the institution","Level of student","Level of student (original line number on survey form)","Attendance status of student","Level of student","Nonresident alien men","Nonresident alien women","OLD - Black non-Hispanic men","OLD - Black non-Hispanic women","OLD - American Indian or Alaska Native men","OLD - American Indian or Alaska Native women","OLD - Asian or Pacific Islander men","OLD - Asian or Pacific Islander women","OLD - Hispanic men","OLD - Hispanic women","OLD - White non-Hispanic men","OLD - White non-Hispanic women","Race/ethnicity unknown men","Race/ethnicity unknown women","Grand total men","Grand total women","Nonresident alien total","OLD - Black non-Hispanic total","OLD - American Indian or Alaska Native total","OLD - Asian or Pacific Islander total","OLD - Hispanic total","OLD - White non-Hispanic total","Race/ethnicity unknown total","Grand total","Hispanic men","Hispanic women","American Indian or Alaska Native men","American Indian or Alaska Native women","Asian men","Asian women","Black or African American men","Black or African American women","Native Hawaiian or Other Pacific Islander men","Native Hawaiian or Other Pacific Islander women","White men","White women","Two or more races men","Two or more races women","Hispanic total","American Indian or Alaska Native total","Asian total","Black or African American total","Native Hawaiian or Other Pacific Islander total","White total","Two or more races total","DERIVED - American Indian or Alaska Native total","DERIVED - American Indian or Alaska Native men","DERIVED - American Indian or Alaska Native women","DERIVED - Asian/Native Hawaiian/Other Pacific Islander total","DERIVED - Asian/Native Hawaiian/Other Pacific Islander men","DERIVED - Asian/Native Hawaiian/Other Pacific Islander women","DERIVED - Black or African American/Black non-Hispanic total","DERIVED - Black or African American/Black non-Hispanic men","DERIVED - Black or African American/Black non-Hispanic women","DERIVED - Hispanic or Latino/Hispanic total","DERIVED - Hispanic or Latino/Hispanic men","DERIVED - Hispanic or Latino/Hispanic women","DERIVED - White/White non-Hispanic total","DERIVED - White/White non-Hispanic men","DERIVED - White/White non-Hispanic women","FY","Fall","Institution_Name","EFALevel_desc","Line_desc","Section_desc","LStudy_desc"
"110404","23","6","1","1","  53","  33",,,,,,,,,,,"   0","   0","  625","  358","  86",,,,,,"   0","  983"," 100","  20"," 1"," 0"," 234"," 197"," 11","  4"," 0"," 0"," 190","  84"," 36"," 20"," 120","  1"," 431","  15"," 0","  274","  56",,,,,,,,,,,,,,,,"2015","2014","Cal Tech","Full-time students, Undergraduate, Degree/certificate-seeking total","Full-time degree-seeking undergraduates, total","Full-time","Undergraduate"
"110404","24","1","1","1","   6","  13",,,,,,,,,,,"   0","   0","  136","   90","  19",,,,,,"   0","  226","  30","   4"," 0"," 0","  53","  52","  1","  1"," 0"," 0","  39","  19","  7","  1","  34","  0"," 105","   2"," 0","   58","   8",,,,,,,,,,,,,,,,"2015","2014","Cal Tech","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","Full-time, first-time, first-year, degree-seeking undergraduates","Full-time","Undergraduate"
"110404","25","99","1","1","  47","  20",,,,,,,,,,,"   0","   0","  489","  268","  67",,,,,,"   0","  757","  70","  16"," 1"," 0"," 181"," 145"," 10","  3"," 0"," 0"," 151","  65"," 29"," 19","  86","  1"," 326","  13"," 0","  216","  48",,,,,,,,,,,,,,,,"2015","2014","Cal Tech","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Generated record not on original survey","Full-time","Undergraduate"
"110404","32","11","1","3"," 407"," 110",,,,,,,,,,,"   8","   2","  905","  321"," 517",,,,,,"  10"," 1226","  36","  17"," 3"," 0"," 100","  49","  7","  5"," 0"," 1"," 339"," 130","  5","  7","  53","  3"," 149","  12"," 1","  469","  12",,,,,,,,,,,,,,,,"2015","2014","Cal Tech","Full-time students, Graduate","Full-time graduates","Full-time","Graduate"
"110404","39","2","1","1","   0","   1",,,,,,,,,,,"   0","   0","    5","    2","   1",,,,,,"   0","    7","   0","   0"," 0"," 0","   2","   0","  1","  0"," 0"," 0","   2","   1","  0","  0","   0","  0","   2","   1"," 0","    3","   0",,,,,,,,,,,,,,,,"2015","2014","Cal Tech","Full-time students, Undergraduate, Other degree/certifcate-seeking, Transfer-ins","Full-time undergraduate, other degree/certifcate-seeking, transfer-ins","Full-time","Undergraduate"
"110404","40","3","1","1","  47","  19",,,,,,,,,,,"   0","   0","  484","  266","  66",,,,,,"   0","  750","  70","  16"," 1"," 0"," 179"," 145","  9","  3"," 0"," 0"," 149","  64"," 29"," 19","  86","  1"," 324","  12"," 0","  213","  48",,,,,,,,,,,,,,,,"2015","2014","Cal Tech","Full-time students, Undergraduate, Other degree/certifcate-seeking, Continuing","Full-time  undergraduate, other degree/certifcate-seeking, continuing","Full-time","Undergraduate"
"131496","1","29","3","4","1324","1635",,,,,,,,,,," 697"," 670"," 8285"," 9573","2959",,,,,,"1367","17858"," 470"," 605"," 8","14"," 599"," 791","433","704","11","12","4527","4872","216","270","1075"," 22","1390","1137","23"," 9399"," 486",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","All students total","Total enrollment","All students","All students"
"131496","2","99","3","1"," 420"," 622",,,,,,,,,,," 103"," 145"," 3418"," 4177","1042",,,,,," 248"," 7595"," 253"," 316"," 2"," 3"," 287"," 408","185","268"," 2"," 1","2038","2243","128","171"," 569","  5"," 695"," 453"," 3"," 4281"," 299",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","All students, Undergraduate total","Generated record not on original survey","All students","Undergraduate"
"131496","3","99","3","1"," 346"," 509",,,,,,,,,,,"  75","  80"," 3267"," 3944"," 855",,,,,," 155"," 7211"," 251"," 314"," 2"," 3"," 286"," 406","183","263"," 2"," 1","1994","2198","128","170"," 565","  5"," 692"," 446"," 3"," 4192"," 298",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","All students, Undergraduate, Degree/certificate-seeking total","Generated record not on original survey","All students","Undergraduate"
"131496","4","99","3","1","  67"," 105",,,,,,,,,,,"   4","   9","  707","  871"," 172",,,,,,"  13"," 1578","  57","  73"," 0"," 0","  65","  93"," 43"," 50"," 0"," 0"," 441"," 506"," 30"," 35"," 130","  0"," 158","  93"," 0","  947","  65",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","All students, Undergraduate, Degree/certificate-seeking, First-time","Generated record not on original survey","All students","Undergraduate"
"131496","5","99","3","1"," 279"," 404",,,,,,,,,,,"  71","  71"," 2560"," 3073"," 683",,,,,," 142"," 5633"," 194"," 241"," 2"," 3"," 221"," 313","140","213"," 2"," 1","1553","1692"," 98","135"," 435","  5"," 534"," 353"," 3"," 3245"," 233",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","All students, Undergraduate, Other degree/certificate-seeking","Generated record not on original survey","All students","Undergraduate"
"131496","11","99","3","1","  74"," 113",,,,,,,,,,,"  28","  65","  151","  233"," 187",,,,,,"  93","  384","   2","   2"," 0"," 0","   1","   2","  2","  5"," 0"," 0","  44","  45","  0","  1","   4","  0","   3","   7"," 0","   89","   1",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","All students, Undergraduate, Non-degree/certificate-seeking","Generated record not on original survey","All students","Undergraduate"
"131496","12","99","3","3"," 904","1013",,,,,,,,,,," 594"," 525"," 4867"," 5396","1917",,,,,,"1119","10263"," 217"," 289"," 6","11"," 312"," 383","248","436"," 9","11","2489","2629"," 88"," 99"," 506"," 17"," 695"," 684","20"," 5118"," 187",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","All students, Graduate","Generated record not on original survey","All students","Graduate"
"131496","19","99","3","1","  14","   6",,,,,,,,,,,"   1","   0","   69","   79","  20",,,,,,"   1","  148","   4","   2"," 0"," 0","   7","   9","  1","  2"," 0"," 0","  35","  56","  7","  4","   6","  0","  16","   3"," 0","   91","  11",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","All students, Undergraduate, Other degree/certifcate-seeking, Transfer-ins","Generated record not on original survey","All students","Undergraduate"
"131496","20","99","3","1"," 265"," 398",,,,,,,,,,,"  70","  71"," 2491"," 2994"," 663",,,,,," 141"," 5485"," 190"," 239"," 2"," 3"," 214"," 304","139","211"," 2"," 1","1518","1636"," 91","131"," 429","  5"," 518"," 350"," 3"," 3154"," 222",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","All students, Undergraduate, Other degree/certifcate-seeking, Continuing","Generated record not on original survey","All students","Undergraduate"
"131496","21","14","1","4","1209","1519",,,,,,,,,,," 506"," 474"," 6835"," 7581","2728",,,,,," 980","14416"," 397"," 484"," 5"," 8"," 517"," 673","315","469"," 6"," 6","3699","3719","181","229"," 881"," 13","1190"," 784","12"," 7418"," 410",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","Full-time students total","Total full-time students","Full-time","All students"
"131496","22","8","1","1"," 413"," 613",,,,,,,,,,,"  74","  82"," 3244"," 3982","1026",,,,,," 156"," 7226"," 243"," 305"," 1"," 3"," 281"," 403","172","250"," 1"," 1","1937","2159","122","166"," 548","  4"," 684"," 422"," 2"," 4096"," 288",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","Full-time students, Undergraduate total","Total  full-time undergraduates","Full-time","Undergraduate"
"131496","23","6","1","1"," 343"," 505",,,,,,,,,,,"  68","  63"," 3159"," 3842"," 848",,,,,," 131"," 7001"," 242"," 304"," 1"," 3"," 281"," 403","172","249"," 1"," 1","1929","2149","122","165"," 546","  4"," 684"," 421"," 2"," 4078"," 287",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","Full-time students, Undergraduate, Degree/certificate-seeking total","Full-time degree-seeking undergraduates, total","Full-time","Undergraduate"
"131496","24","1","1","1","  67"," 105",,,,,,,,,,,"   4","   9","  705","  870"," 172",,,,,,"  13"," 1575","  57","  72"," 0"," 0","  65","  93"," 42"," 50"," 0"," 0"," 440"," 506"," 30"," 35"," 129","  0"," 158","  92"," 0","  946","  65",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","Full-time, first-time, first-year, degree-seeking undergraduates","Full-time","Undergraduate"
"131496","25","99","1","1"," 276"," 400",,,,,,,,,,,"  64","  54"," 2454"," 2972"," 676",,,,,," 118"," 5426"," 185"," 232"," 1"," 3"," 216"," 310","130","199"," 1"," 1","1489","1643"," 92","130"," 417","  4"," 526"," 329"," 2"," 3132"," 222",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Generated record not on original survey","Full-time","Undergraduate"
"131496","31","7","1","1","  70"," 108",,,,,,,,,,,"   6","  19","   85","  140"," 178",,,,,,"  25","  225","   1","   1"," 0"," 0","   0","   0","  0","  1"," 0"," 0","   8","  10","  0","  1","   2","  0","   0","   1"," 0","   18","   1",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","Full-time students, Undergraduate, Non-degree/certificate-seeking","Full-time nondegree-seeking undergraduates","Full-time","Undergraduate"
"131496","32","11","1","3"," 796"," 906",,,,,,,,,,," 432"," 392"," 3591"," 3599","1702",,,,,," 824"," 7190"," 154"," 179"," 4"," 5"," 236"," 270","143","219"," 5"," 5","1762","1560"," 59"," 63"," 333","  9"," 506"," 362","10"," 3322"," 122",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","Full-time students, Graduate","Full-time graduates","Full-time","Graduate"
"131496","39","2","1","1","  14","   6",,,,,,,,,,,"   1","   0","   69","   79","  20",,,,,,"   1","  148","   4","   2"," 0"," 0","   7","   9","  1","  2"," 0"," 0","  35","  56","  7","  4","   6","  0","  16","   3"," 0","   91","  11",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","Full-time students, Undergraduate, Other degree/certifcate-seeking, Transfer-ins","Full-time undergraduate, other degree/certifcate-seeking, transfer-ins","Full-time","Undergraduate"
"131496","40","3","1","1"," 262"," 394",,,,,,,,,,,"  63","  54"," 2385"," 2893"," 656",,,,,," 117"," 5278"," 181"," 230"," 1"," 3"," 209"," 301","129","197"," 1"," 1","1454","1587"," 85","126"," 411","  4"," 510"," 326"," 2"," 3041"," 211",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","Full-time students, Undergraduate, Other degree/certifcate-seeking, Continuing","Full-time  undergraduate, other degree/certifcate-seeking, continuing","Full-time","Undergraduate"
"131496","41","28","2","4"," 115"," 116",,,,,,,,,,," 191"," 196"," 1450"," 1992"," 231",,,,,," 387"," 3442","  73"," 121"," 3"," 6","  82"," 118","118","235"," 5"," 6"," 828","1153"," 35"," 41"," 194","  9"," 200"," 353","11"," 1981","  76",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","Part-time students total","Total part-time","Part-time","All students"
"131496","42","22","2","1","   7","   9",,,,,,,,,,,"  29","  63","  174","  195","  16",,,,,,"  92","  369","  10","  11"," 1"," 0","   6","   5"," 13"," 18"," 1"," 0"," 101","  84","  6","  5","  21","  1","  11","  31"," 1","  185","  11",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","Part-time students, Undergraduate total","Total part-time undergraduates","Part-time","Undergraduate"
"131496","43","20","2","1","   3","   4",,,,,,,,,,,"   7","  17","  108","  102","   7",,,,,,"  24","  210","   9","  10"," 1"," 0","   5","   3"," 11"," 14"," 1"," 0","  65","  49","  6","  5","  19","  1","   8","  25"," 1","  114","  11",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","Part-time students, Undergraduate, Degree/certificate-seeking total","Part-time degree-seeking undergraduates, total","Part-time","Undergraduate"
"131496","44","15","2","1","   0","   0",,,,,,,,,,,"   0","   0","    2","    1","   0",,,,,,"   0","    3","   0","   1"," 0"," 0","   0","   0","  1","  0"," 0"," 0","   1","   0","  0","  0","   1","  0","   0","   1"," 0","    1","   0",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","Part-time, first-time, first-year, degree-seeking undergraduates","Part-time","Undergraduate"
"131496","45","99","2","1","   3","   4",,,,,,,,,,,"   7","  17","  106","  101","   7",,,,,,"  24","  207","   9","   9"," 1"," 0","   5","   3"," 10"," 14"," 1"," 0","  64","  49","  6","  5","  18","  1","   8","  24"," 1","  113","  11",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Generated record not on original survey","Part-time","Undergraduate"
"131496","51","21","2","1","   4","   5",,,,,,,,,,,"  22","  46","   66","   93","   9",,,,,,"  68","  159","   1","   1"," 0"," 0","   1","   2","  2","  4"," 0"," 0","  36","  35","  0","  0","   2","  0","   3","   6"," 0","   71","   0",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","Part-time students, Undergraduate, Non-degree/certificate-seeking","Part-time nondegree-seeking undergraduates","Part-time","Undergraduate"
"131496","52","25","2","3"," 108"," 107",,,,,,,,,,," 162"," 133"," 1276"," 1797"," 215",,,,,," 295"," 3073","  63"," 110"," 2"," 6","  76"," 113","105","217"," 4"," 6"," 727","1069"," 29"," 36"," 173","  8"," 189"," 322","10"," 1796","  65",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","Part-time students, Graduate","Part-time graduates","Part-time","Graduate"
"131496","60","17","2","1","   3","   4",,,,,,,,,,,"   7","  17","  106","  101","   7",,,,,,"  24","  207","   9","   9"," 1"," 0","   5","   3"," 10"," 14"," 1"," 0","  64","  49","  6","  5","  18","  1","   8","  24"," 1","  113","  11",,,,,,,,,,,,,,,,"2015","2014","Georgetown University","Part-time students, Undergraduate, Other degree/certifcate-seeking, Continuing","Part-time undergraduate, other degree/certifcate-seeking, continuing","Part-time","Undergraduate"
"147767","1","29","3","4","1953","1384",,,,,,,,,,," 769"," 733","11445","10109","3337",,,,,,"1502","21554"," 821"," 841","13"," 9","1493","1372","461","597"," 8"," 4","5601","4793","326","376","1662"," 22","2865","1058","12","10394"," 702",,,,,,,,,,,,,,,,"2015","2014","Northwestern University","All students total","Total enrollment","All students","All students"
"147767","2","99","3","1"," 345"," 325",,,,,,,,,,,"  86","  89"," 4456"," 4592"," 670",,,,,," 175"," 9048"," 450"," 511"," 4"," 1"," 770"," 742","209","314"," 0"," 0","2392","2339","200","271"," 961","  5","1512"," 523"," 0"," 4731"," 471",,,,,,,,,,,,,,,,"2015","2014","Northwestern University","All students, Undergraduate total","Generated record not on original survey","All students","Undergraduate"
"147767","3","99","3","1"," 333"," 311",,,,,,,,,,,"  56","  39"," 4323"," 4402"," 644",,,,,,"  95"," 8725"," 444"," 502"," 3"," 1"," 755"," 722","203","302"," 0"," 0","2332","2260","197","265"," 946","  4","1477"," 505"," 0"," 4592"," 462",,,,,,,,,,,,,,,,"2015","2014","Northwestern University","All students, Undergraduate, Degree/certificate-seeking total","Generated record not on original survey","All students","Undergraduate"
"147767","4","99","3","1","  79","  95",,,,,,,,,,,"   8","   6"," 1006"," 1037"," 174",,,,,,"  14"," 2043"," 129"," 151"," 1"," 0"," 183"," 187"," 53"," 62"," 0"," 0"," 508"," 469"," 45"," 67"," 280","  1"," 370"," 115"," 0","  977"," 112",,,,,,,,,,,,,,,,"2015","2014","Northwestern University","All students, Undergraduate, Degree/certificate-seeking, First-time","Generated record not on original survey","All students","Undergraduate"
"147767","5","99","3","1"," 254"," 216",,,,,,,,,,,"  48","  33"," 3317"," 3365"," 470",,,,,,"  81"," 6682"," 315"," 351"," 2"," 1"," 572"," 535","150","240"," 0"," 0","1824","1791","152","198"," 666","  3","1107"," 390"," 0"," 3615"," 350",,,,,,,,,,,,,,,,"2015","2014","Northwestern University","All students, Undergraduate, Other degree/certificate-seeking","Generated record not on original survey","All students","Undergraduate"
"147767","11","99","3","1","  12","  14",,,,,,,,,,,"  30","  50","  133","  190","  26",,,,,,"  80","  323","   6","   9"," 1"," 0","  15","  20","  6"," 12"," 0"," 0","  60","  79","  3","  6","  15","  1","  35","  18"," 0","  139","   9",,,,,,,,,,,,,,,,"2015","2014","Northwestern University","All students, Undergraduate, Non-degree/certificate-seeking","Generated record not on original survey","All students","Undergraduate"
"147767","12","99","3","3","1608","1059",,,,,,,,,,," 683"," 644"," 6989"," 5517","2667",,,,,,"1327","12506"," 371"," 330"," 9"," 8"," 723"," 630","252","283"," 8"," 4","3209","2454","126","105"," 701"," 17","1353"," 535","12"," 5663"," 231",,,,,,,,,,,,,,,,"2015","2014","Northwestern University","All students, Graduate","Generated record not on original survey","All students","Graduate"
"147767","19","99","3","1","   7","   3",,,,,,,,,,,"   0","   0","   29","   26","  10",,,,,,"   0","   55","   1","   2"," 0"," 0","   6","   1","  0","  1"," 0"," 0","  13","  16","  2","  3","   3","  0","   7","   1"," 0","   29","   5",,,,,,,,,,,,,,,,"2015","2014","Northwestern University","All students, Undergraduate, Other degree/certifcate-seeking, Transfer-ins","Generated record not on original survey","All students","Undergraduate"
"147767","20","99","3","1"," 247"," 213",,,,,,,,,,,"  48","  33"," 3288"," 3339"," 460",,,,,,"  81"," 6627"," 314"," 349"," 2"," 1"," 566"," 534","150","239"," 0"," 0","1811","1775","150","195"," 663","  3","1100"," 389"," 0"," 3586"," 345",,,,,,,,,,,,,,,,"2015","2014","Northwestern University","All students, Undergraduate, Other degree/certifcate-seeking, Continuing","Generated record not on original survey","All students","Undergraduate"
"147767","21","14","1","4","1747","1261",,,,,,,,,,," 511"," 484"," 8777"," 8245","3008",,,,,," 995","17022"," 693"," 730","10"," 7","1159","1150","336","481"," 2"," 2","4040","3795","279","335","1423"," 17","2309"," 817"," 4"," 7835"," 614",,,,,,,,,,,,,,,,"2015","2014","Northwestern University","Full-time students total","Total full-time students","Full-time","All students"
"147767","22","8","1","1"," 340"," 316",,,,,,,,,,,"  50","  38"," 4159"," 4239"," 656",,,,,,"  88"," 8398"," 427"," 484"," 3"," 1"," 731"," 703","191","286"," 0"," 0","2223","2154","194","257"," 911","  4","1434"," 477"," 0"," 4377"," 451",,,,,,,,,,,,,,,,"2015","2014","Northwestern University","Full-time students, Undergraduate total","Total  full-time undergraduates","Full-time","Undergraduate"
"147767","23","6","1","1"," 329"," 304",,,,,,,,,,,"  48","  35"," 4136"," 4221"," 633",,,,,,"  83"," 8357"," 426"," 483"," 3"," 1"," 729"," 703","189","286"," 0"," 0","2218","2153","194","256"," 909","  4","1432"," 475"," 0"," 4371"," 450",,,,,,,,,,,,,,,,"2015","2014","Northwestern University","Full-time students, Undergraduate, Degree/certificate-seeking total","Full-time degree-seeking undergraduates, total","Full-time","Undergraduate"
"147767","24","1","1","1","  79","  95",,,,,,,,,,,"   8","   6"," 1006"," 1037"," 174",,,,,,"  14"," 2043"," 129"," 151"," 1"," 0"," 183"," 187"," 53"," 62"," 0"," 0"," 508"," 469"," 45"," 67"," 280","  1"," 370"," 115"," 0","  977"," 112",,,,,,,,,,,,,,,,"2015","2014","Northwestern University","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","Full-time, first-time, first-year, degree-seeking undergraduates","Full-time","Undergraduate"
